ServiceApprovalNumber,Provider Approval Number,ServiceName,ProviderLegalName,ServiceType,ServiceAddress,Suburb,State,Postcode,Phone,Fax,Conditions on Approval,NumberOfApprovedPlaces,ServiceApprovalGrantedDate,QualityArea1Rating,QualityArea2Rating,QualityArea3Rating,QualityArea4Rating,QualityArea5Rating,QualityArea6Rating,QualityArea7Rating,OverallRating,RatingsIssued,PreviousQualityArea1Rating,PreviousQualityArea2Rating,PreviousQualityArea3Rating,PreviousQualityArea4Rating,PreviousQualityArea5Rating,PreviousQualityArea6Rating,PreviousQualityArea7Rating,PreviousOverallRating,PreviousRatingsIssued,Last Service Approval Transfer Date,Long Day Care,Preschool/Kindergarten - Part of a School,Preschool/Kindergarten - Stand alone,Outside school Hours Care - After School,Outside school Hours Care - Before School,Outside school Hours Care - Vacation Care,Other,Annual Monday Start Time,Annual Monday End Time,Annual Tuesday Start Time,Annual Tuesday End Time,Annual Wednesday Start Time,Annual Wednesday End Time,Annual Thursday Start Time,Annual Thursday End Time,Annual Friday Start Time,Annual Friday End Time,Annual Saturday Start Time,Annual Saturday End Time,Annual Sunday Start Time,Annual Sunday End Time,School Terms Only Session 1 Monday Start Time,School Terms Only Session 1 Monday End Time,School Terms Only Session 1 Tuesday Start Time,School Terms Only Session 1 Tuesday End Time,School Terms Only Session1 Wednesday Start Time,School Terms Only Session1 Wednesday End Time,School Terms Only Session1 Thursday Start Time,School Terms Only Session1 Thursday End Time,School Terms Only Session 1 Friday Start Time,School Terms Only Session 1 Friday End Time,School Terms Only Session 1 Saturday Start Time,School Terms Only Session 1 Saturday End Time,School Terms Only Session1 Sunday Start Time,School Terms Only Session 1 Sunday End Time,School Terms Only Session 2 Monday Start Time,School Terms Only Session 2 Monday End Time,School Terms Only Session 2 Tuesday Start Time,School Terms Only Session 2 Tuesday End Time,School Terms Only Session 2 Wednesday Start Time,School Terms Only Session 2 Wednesday End Time,School Terms Only Session 2 Thursday Start Time,School Terms Only Session2 Thursday End Time,School Terms Only Session 2 Friday Start Time,School Terms Only Session 2 Friday End Time,School Terms Only Session 2 Saturday Start Time,School Terms Only Session 2 Saturday End Time,School Terms Only Session 2 Sunday Start Time,School Terms Only Session 2 Sunday End Time,Holiday Care Monday Start Time,Holiday Care Monday End Time,Holiday Care Tuesday Start Time,Holiday Care Tuesday End Time,Holiday Care Wednesday Start Time,Holiday Care Wednesday End Time,Holiday Care Thursday Start Time,Holiday Care Thursday End Time,Holiday Care Friday Start Time,Holiday Care Friday End Time,Holiday Care Saturday Start Time,Holiday Care Saturday End Time,Holiday Care Sunday Start Time,Holiday Care Sunday End Time,Temporarily Closed,SAL_CODE21
SE-00005304,PR-00001551,City Of Greater Geelong Family Day Care Service,Greater Geelong City Council,Family Day Care,137-149 Mercer St,GEELONG,VIC,3220,03 5272 4741,352725053,"?€?  	The approved provider of a family day care education and care service must ensure that: 
?€?	Family day care educators engaged by or registered with the service and approved family day care venues, that are located in an area or district of bushfire or at risk of grassfire, close and do not operate on any day declared by the Victorian Emergency Management Commissioner to be a day of ?€?Catastrophic?€? Fire Danger Rating that applies to the area or district at which the family day care educator?€?s residence or family day care venue is located.
?€?	The family day care service?€?s emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the services?€? and family day care educators?€? bushfire and grassfire related risks.
?€?	The family day care service?€?s Emergency Management Plan reflects the operating context of the family day care service and its family day care educators, is kept up to date, reviewed at least once each calendar year; and includes:
o	 a list of the service?€?s emergency contact details
o	procedures for monitoring and managing bushfire risks and events
o	procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service or family day care educators?€? service
o	procedures for notifying families of children enrolled at the service of any closure
o	procedures for reviewing and updating the Emergency Management Plan.
?€?	The Emergency Management Plan is made available to the Regulatory Authority on request. The maximum number of family day care educators that may be engaged or registered by the approved provider is 60.",,1/1/2012,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Feb-25,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Jun-21,,No,No,No,No,No,No,No,8:00,17:00,8:00,17:00,8:00,17:00,8:00,17:00,8:00,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,20973
SE-00005305,PR-40002234,TeamKids - Caulfield South Primary,TEAM HOLIDAY PTY LTD,Centre-Based Care,Bundeera Road,CAULFIELD,VIC,3162,1300035000,,,100.0,1/1/2012,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Oct-23,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Aug-19,13/01/2020,No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,15:30,18:00,15:30,18:00,15:30,18:00,15:30,18:00,15:30,18:00,,,,,7:00,9:00,7:00,9:00,7:00,9:00,7:00,9:00,7:00,9:00,,,,,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,,,,,No,20521
SE-00005306,PR-40011145,Red Hill Consolidated TheirCare,TheirCare Pty Ltd,Centre-Based Care,Mornington-Flinders Road,RED HILL,VIC,3937,419205469,,"?€?	    An approved provider of an education and care service that is listed on the Department of Education & Training Bushfire At-Risk Register must ensure that: 
?€?	The service does not operate on any day that the Victorian Emergency Management Commissioner declares as having a 'Catastrophic' Fire Danger Rating that applies to the area or district at which that service is located.
?€?	The service's emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the service's bushfire and grass fire related risks.
?€?	The service's Emergency Management Plan is kept up to date, reflects the service's operating context, is reviewed at least once each calendar year, and includes:
o	a list of the service's emergency contact details
o	procedures for monitoring and managing bushfire and grassfire risks and events
o	procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service
o	procedures for notifying families of children enrolled at the service of any closure
o	procedures for reviewing and updating the Emergency Management Plan.
?€?	A copy of the service's Emergency Management Plan is made available to the Regulatory Authority on request.
",48.0,1/1/2012,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,May-25,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Apr-22,28/01/2021,No,No,No,Yes,Yes,No,No,,,,,,,,,,,,,,,7:00,8:45,7:00,8:45,7:00,8:45,7:00,8:45,7:00,8:45,,,,,15:30,18:30,15:30,18:30,15:30,18:30,15:30,18:30,15:30,18:30,,,,,,,,,,,,,,,,,,,No,22148
SE-00005307,PR-40011145,Dromana PS TheirCare,TheirCare Pty Ltd,Centre-Based Care,McCulloch Street,DROMANA,VIC,3936,417384270,,,50.0,1/1/2012,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jan-23,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Dec-17,21/12/2020,No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,15:30,18:15,15:30,18:15,15:30,18:15,15:30,18:15,15:30,18:15,,,,,6:30,8:45,6:30,8:45,6:30,8:45,6:30,8:45,6:30,8:45,,,,,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,No,20788
SE-00005308,PR-40002234,TeamKids- Kunyung Primary,TEAM HOLIDAY PTY LTD,Centre-Based Care,Kunyung Rd,MOUNT ELIZA,VIC,3930,1300035000,,"?€?     An approved provider of an education and care service that is listed on the Department of Education & Training Category 4 List ?€? at some risk of bushfire or grassfire must ensure that: ?€?	The service does not operate on any day that the Victorian Emergency Management Commissioner declares as having a 'Catastrophic' Fire Danger Rating that applies to the area or district at which that service is located.
?€?	The service's emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the service's bushfire and grass fire related risks.
?€?	The service's Emergency Management Plan is kept up to date, reflects the service's operating context, is reviewed at least once each calendar year, and includes:
o	a list of the service's emergency contact details
o	procedures for monitoring and managing bushfire and grassfire risks and events
o	procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service
o	procedures for notifying families of children enrolled at the service of any closure
o	procedures for reviewing and updating the Emergency Management Plan.
?€?	A copy of the service's Emergency Management Plan is made available to the Regulatory Authority on request.
",60.0,1/1/2012,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,May-23,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Feb-18,17/01/2022,No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,15:30,18:00,15:30,18:00,15:30,18:00,15:30,18:00,15:30,18:00,,,,,7:00,9:00,7:00,9:00,7:00,9:00,7:00,9:00,7:00,9:00,,,,,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,,,,,No,21793
SE-00005310,PR-40002234,TeamKids - Gardenvale Primary,TEAM HOLIDAY PTY LTD,Centre-Based Care,66 Landcox Street,BRIGHTON EAST,VIC,3187,1300035000,,,79.0,1/1/2012,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,May-24,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Sep-19,4/1/2022,No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,,,,,7:00,9:00,7:00,9:00,7:00,9:00,7:00,9:00,7:00,9:00,,,,,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,,,,,No,20338
SE-00005311,PR-00002539,Camp Australia - Woodleigh School Penbank Campus OSHC,Camp Australia Pty Limited,Centre-Based Care,Mornington-Tyabb Rd,MOOROODUC,VIC,3933,401006063,,"?€?     An approved provider of an education and care service that is listed on the Department of Education & Training Category 4 List ?€? at some risk of bushfire or grassfire must ensure that: ?€?	The service does not operate on any day that the Victorian Emergency Management Commissioner declares as having a 'Catastrophic' Fire Danger Rating that applies to the area or district at which that service is located.
?€?	The service's emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the service's bushfire and grass fire related risks.
?€?	The service's Emergency Management Plan is kept up to date, reflects the service's operating context, is reviewed at least once each calendar year, and includes:
o	a list of the service's emergency contact details
o	procedures for monitoring and managing bushfire and grassfire risks and events
o	procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service
o	procedures for notifying families of children enrolled at the service of any closure
o	procedures for reviewing and updating the Emergency Management Plan.
?€?	A copy of the service's Emergency Management Plan is made available to the Regulatory Authority on request.
",30.0,1/1/2012,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,May-24,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Sep-19,,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,21754
SE-00005312,PR-40017143,Elysium OSHC - Balnarring,ELYSIUM BRANDS PTY. LTD.,Centre-Based Care,1 Civic Ct,BALNARRING,VIC,3926,466047908,,"?€?	    An approved provider of an education and care service that is listed on the Department of Education & Training Bushfire At-Risk Register must ensure that: 
?€?	The service does not operate on any day that the Victorian Emergency Management Commissioner declares as having a 'Catastrophic' Fire Danger Rating that applies to the area or district at which that service is located.
?€?	The service's emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the service's bushfire and grass fire related risks.
?€?	The service's Emergency Management Plan is kept up to date, reflects the service's operating context, is reviewed at least once each calendar year, and includes:
o	a list of the service's emergency contact details
o	procedures for monitoring and managing bushfire and grassfire risks and events
o	procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service
o	procedures for notifying families of children enrolled at the service of any closure
o	procedures for reviewing and updating the Emergency Management Plan.
?€?	A copy of the service's Emergency Management Plan is made available to the Regulatory Authority on request.
",24.0,1/1/2012,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jan-24,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jul-19,10/1/2025,No,No,No,Yes,Yes,No,No,,,,,,,,,,,,,,,7:00,8:45,7:00,8:45,7:00,8:45,7:00,8:45,7:00,8:45,,,,,15:15,18:00,15:15,18:00,15:15,18:00,15:15,18:00,15:15,18:00,,,,,,,,,,,,,,,,,,,No,20120
SE-00005313,PR-40011145,Aspendale PS TheirCare,TheirCare Pty Ltd,Centre-Based Care,23 Laura Street,ASPENDALE,VIC,3195,1300072410,,,75.0,1/1/2012,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jul-24,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Dec-19,12/7/2021,No,No,No,Yes,Yes,No,No,,,,,,,,,,,,,,,6:45,8:45,6:45,8:45,6:45,8:45,6:45,8:45,6:45,8:45,,,,,15:30,18:15,15:30,18:15,15:30,18:15,15:30,18:15,15:30,18:15,,,,,6:45,18:15,6:45,18:15,6:45,18:15,6:45,18:15,6:45,18:15,,,,,No,20079
SE-00005315,PR-40011145,Pearcedale PS TheirCare,TheirCare Pty Ltd,Centre-Based Care,Baxter-Tooradin Rd,PEARCEDALE,VIC,3912,1300072410,,"?€?     An approved provider of an education and care service that is listed on the Department of Education & Training Category 4 List ?€? at some risk of bushfire or grassfire must ensure that: ?€?	The service does not operate on any day that the Victorian Emergency Management Commissioner declares as having a 'Catastrophic' Fire Danger Rating that applies to the area or district at which that service is located.
?€?	The service's emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the service's bushfire and grass fire related risks.
?€?	The service's Emergency Management Plan is kept up to date, reflects the service's operating context, is reviewed at least once each calendar year, and includes:
o	a list of the service's emergency contact details
o	procedures for monitoring and managing bushfire and grassfire risks and events
o	procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service
o	procedures for notifying families of children enrolled at the service of any closure
o	procedures for reviewing and updating the Emergency Management Plan.
?€?	A copy of the service's Emergency Management Plan is made available to the Regulatory Authority on request.
",70.0,1/1/2012,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Sep-23,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Feb-19,23/12/2024,No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,6:45,8:45,6:45,8:45,6:45,8:45,6:45,8:45,6:45,8:45,,,,,15:30,18:00,15:30,18:00,15:30,18:00,15:30,18:00,15:30,18:00,,,,,6:45,18:00,6:45,18:00,6:45,18:00,6:45,18:00,6:45,18:00,,,,,No,22050
SE-00005316,PR-00001436,Colac Otway Shire Family Day Care Scheme,Colac Otway Shire,Family Day Care,2-6 Rae St,COLAC,VIC,3250,03 5232 9400,,"The maximum number of family day care educators that may be engaged or registered by the approved provider is 25. ?€?  	The approved provider of a family day care education and care service must ensure that: 
?€?	Family day care educators engaged by or registered with the service and approved family day care venues, that are located in an area or district of bushfire or at risk of grassfire, close and do not operate on any day declared by the Victorian Emergency Management Commissioner to be a day of ?€?Catastrophic?€? Fire Danger Rating that applies to the area or district at which the family day care educator?€?s residence or family day care venue is located.
?€?	The family day care service?€?s emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the services?€? and family day care educators?€? bushfire and grassfire related risks.
?€?	The family day care service?€?s Emergency Management Plan reflects the operating context of the family day care service and its family day care educators, is kept up to date, reviewed at least once each calendar year; and includes:
o	 a list of the service?€?s emergency contact details
o	procedures for monitoring and managing bushfire risks and events
o	procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service or family day care educators?€? service
o	procedures for notifying families of children enrolled at the service of any closure
o	procedures for reviewing and updating the Emergency Management Plan.
?€?	The Emergency Management Plan is made available to the Regulatory Authority on request.",,1/1/2012,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Dec-24,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Jan-22,,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,20607
SE-00005319,PR-40011145,Westmeadows PS TheirCare,TheirCare Pty Ltd,Centre-Based Care,36-44 RIDDELL ST,WESTMEADOWS,VIC,3049,447545772,,,105.0,1/1/2012,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Oct-22,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Jun-16,15/07/2019,No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,6:30,9:00,6:30,9:00,6:30,9:00,6:30,9:00,6:30,9:00,,,,,15:15,18:00,15:15,18:00,15:15,18:00,15:15,18:00,15:15,18:00,,,,,6:30,18:00,6:30,18:00,6:30,18:00,6:30,18:00,6:30,18:00,,,,,No,22761
SE-00005320,PR-00002732,Pyalong Primary School Before & After School Care,Pyalong Primary School Council,Centre-Based Care,10-14 Bourke St,PYALONG,VIC,3521,03 5785 1291,03 5785 1249,"?€?	    An approved provider of an education and care service that is listed on the Department of Education & Training Bushfire At-Risk Register must ensure that: 
?€?	The service does not operate on any day that the Victorian Emergency Management Commissioner declares as having a 'Catastrophic' Fire Danger Rating that applies to the area or district at which that service is located.
?€?	The service's emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the service's bushfire and grass fire related risks.
?€?	The service's Emergency Management Plan is kept up to date, reflects the service's operating context, is reviewed at least once each calendar year, and includes:
o	a list of the service's emergency contact details
o	procedures for monitoring and managing bushfire and grassfire risks and events
o	procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service
o	procedures for notifying families of children enrolled at the service of any closure
o	procedures for reviewing and updating the Emergency Management Plan.
?€?	A copy of the service's Emergency Management Plan is made available to the Regulatory Authority on request.
",25.0,1/1/2012,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jul-22,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jan-16,,No,No,No,Yes,Yes,No,No,,,,,,,,,,,,,,,15:30,18:00,15:30,18:00,15:30,18:00,15:30,18:00,15:30,18:00,,,,,7:00,9:00,7:00,9:00,7:00,9:00,7:00,9:00,7:00,9:00,,,,,,,,,,,,,,,,,,,No,22129
SE-00005321,PR-00002539,Camp Australia - Mordialloc Beach Primary School OSHC,Camp Australia Pty Limited,Centre-Based Care,58 Barkly Street,MORDIALLOC,VIC,3195,423008961,,,75.0,1/1/2012,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Jan-25,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,May-21,,No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,7:00,8:45,7:00,8:45,7:00,8:45,7:00,8:45,7:00,8:45,,,,,15:30,18:30,15:30,18:30,15:30,18:30,15:30,18:30,15:30,18:30,,,,,7:00,18:30,7:00,18:30,7:00,18:30,7:00,18:30,7:00,18:30,,,,,No,21760
SE-00005322,PR-40002234,TeamKids ?€? Berwick Fields Primary,TEAM HOLIDAY PTY LTD,Centre-Based Care,35 Gwendoline Drive,BERWICK,VIC,3806,1300035000,,,57.0,1/1/2012,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Mar-24,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Oct-19,1/1/2021,No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,6:45,8:45,6:45,8:45,6:45,8:45,6:45,8:45,6:45,8:45,,,,,15:15,18:30,15:15,18:30,15:15,18:30,15:15,18:30,15:15,18:30,,,,,6:45,18:30,6:45,18:30,6:45,18:30,6:45,18:30,6:45,18:30,,,,,No,20224
SE-00005324,PR-40011145,Concord School TheirCare,TheirCare Pty Ltd,Centre-Based Care,"Concord Junior Campus, 1 Meagher St",WATSONIA,VIC,3087,1300072410,,,56.0,1/1/2012,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Mar-25,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Nov-18,29/01/2020,No,No,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,,,,,8:00,18:00,8:00,18:00,8:00,18:00,8:00,18:00,8:00,18:00,,,,,No,22721
SE-00005325,PR-40004334,Big Childcare - Overnewton ACC Yirramboi OSHC,Big Childcare Pty Ltd ATF Big Childcare Unit Trust,Centre-Based Care,2-30 Overnewton Rd,KEILOR,VIC,3036,1300273162,,"?€?     An approved provider of an education and care service that is listed on the Department of Education & Training Category 4 List ?€? at some risk of bushfire or grassfire must ensure that: ?€?	The service does not operate on any day that the Victorian Emergency Management Commissioner declares as having a 'Catastrophic' Fire Danger Rating that applies to the area or district at which that service is located.
?€?	The service's emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the service's bushfire and grass fire related risks.
?€?	The service's Emergency Management Plan is kept up to date, reflects the service's operating context, is reviewed at least once each calendar year, and includes:
o	a list of the service's emergency contact details
o	procedures for monitoring and managing bushfire and grassfire risks and events
o	procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service
o	procedures for notifying families of children enrolled at the service of any closure
o	procedures for reviewing and updating the Emergency Management Plan.
?€?	A copy of the service's Emergency Management Plan is made available to the Regulatory Authority on request.
",75.0,1/1/2012,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Mar-23,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jul-18,18/07/2019,No,No,No,Yes,Yes,No,No,,,,,,,,,,,,,,,6:45,8:45,6:45,8:45,6:45,8:45,6:45,8:45,6:45,8:45,,,,,15:20,17:20,15:20,17:20,15:20,17:20,15:20,17:20,15:20,17:20,,,,,,,,,,,,,,,,,,,No,21314
SE-00005326,PR-00002539,Camp Australia - St James the Apostle Primary School OSHC,Camp Australia Pty Limited,Centre-Based Care,"St James Primary School, 330 Derrimut Rd",HOPPERS CROSSING,VIC,3029,447139601,,,130.0,1/1/2012,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jun-25,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jul-22,1/2/2016,No,No,No,Yes,Yes,No,No,,,,,,,,,,,,,,,7:00,8:30,7:00,8:30,7:00,8:30,7:00,8:30,7:00,8:30,,,,,15:05,18:00,15:05,18:00,15:05,18:00,15:05,18:00,15:05,18:00,,,,,,,,,,,,,,,,,,,No,21203
SE-00005328,PR-40002234,TeamKids - Reservoir Views Primary,TEAM HOLIDAY PTY LTD,Centre-Based Care,110 St Vigeons Road,RESERVOIR,VIC,3073,1300035000,,,45.0,1/1/2012,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Aug-22,Working Towards NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Jun-16,28/01/2025,No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,7:00,8:45,7:00,8:45,7:00,8:45,7:00,8:45,7:00,8:45,,,,,15:30,18:00,15:30,18:00,15:30,18:00,15:30,18:00,15:30,18:00,,,,,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,,,,,No,22161
SE-00005329,PR-40002234,TeamKids - Herne Hill Primary,TEAM HOLIDAY PTY LTD,Centre-Based Care,194-200 Church Street,GEELONG NORTH,VIC,3215,1300035000,,,61.0,1/1/2012,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jun-23,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Nov-16,31/12/2022,No,No,No,Yes,Yes,No,No,,,,,,,,,,,,,,,6:45,9:00,6:45,9:00,6:45,9:00,6:45,9:00,6:45,9:00,,,,,15:30,18:15,15:30,18:15,15:30,18:15,15:30,18:15,15:30,18:15,,,,,,,,,,,,,,,,,,,No,20191
